"Title" "MeanRating"
"645" "Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008)" 4
"646" "Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994)" 4
"647" "Asterix: The Land of the Gods (Astérix: Le domaine des dieux) (2014)" 4
"648" "Astronaut's Wife, The (1999)" 2
"649" "Astronaut Farmer, The (2007)" 2
"650" "At Close Range (1986)" 3
"651" "At First Sight (1999)" 3
"652" "At Middleton (2013)" 2
"653" "At the Circus (1939)" 3
"654" "Atalante, L' (1934)" 4
"655" "Atlantic City (1980)" 4
"656" "Atlantis: The Lost Empire (2001)" 3
"657" "Atlas Shrugged: Part 1 (2011)" 2
"658" "Atomic Blonde (2017)" 3
"659" "Atomic Brain, The (1963)" 4
"660" "Atomic Cafe, The (1982)" 4
"661" "Atomic Submarine, The (1959)" 3
"662" "Atonement (2007)" 4
"663" "Atragon (Kaitei Gunkan) (1963)" 4
"664" "Attack of the 50 Foot Woman (1958)" 4
"665" "Attack of the Crab Monsters (1957)" 3
"666" "Attack of the Giant Leeches (1959)" 2
"667" "Attack of the Killer Tomatoes! (1978)" 2
"668" "Attack of the Puppet People (1958)" 4
"669" "Attack the Block (2011)" 4
"670" "Attila (Attila Flagello di Dio) (1982)" 2
"671" "Au Hasard Balthazar (1966)" 4
"672" "Au revoir les enfants (1987)" 4
"673" "Audition (Ôdishon) (1999)" 4
"674" "Audrey Rose (1977)" 2
"675" "August Rush (2007)" 4
"676" "Auntie Mame (1958)" 4
"677" "Austenland (2013)" 3
"678" "Austin Powers in Goldmember (2002)" 3
"679" "Austin Powers: International Man of Mystery (1997)" 4
"680" "Austin Powers: The Spy Who Shagged Me (1999)" 3
"681" "Australia (2008)" 3
"682" "Auto Focus (2002)" 3
"683" "Autómata (Automata) (2014)" 3
"684" "Autumn in New York (2000)" 2
"685" "Autumn Marathon (1979)" 4
"686" "Autumn Sonata (Höstsonaten) (1978)" 5
"687" "Autumn Spring (Babí léto) (2001)" 4
"688" "Autumn Tale, An (Conte d'automne) (1998)" 4
"689" "Avalanche (1978)" 2
"690" "Avalon (1990)" 3
"691" "Avalon (2001)" 4
"692" "Avanti! (1972)" 4
"693" "Avatar (2009)" 4
"694" "Avengers, The (1998)" 2
"695" "Avengers, The (2012)" 4
"696" "Avengers: Age of Ultron (2015)" 4
"697" "Avengers: Infinity War - Part I (2018)" 4
"698" "Aviator, The (2004)" 4
"699" "AVP: Alien vs. Predator (2004)" 3
"700" "AVPR: Aliens vs. Predator - Requiem (2007)" 3
"701" "Avventura, L' (Adventure, The) (1960)" 4
"702" "Awake (2007)" 4
"703" "Awakening, The (1980)" 3
"704" "Awakenings (1990)" 4
"705" "Away from Her (2006)" 4
"706" "Away We Go (2009)" 4
"707" "Awful Truth, The (1937)" 5
"708" "Awfully Big Adventure, An (1995)" 5
"709" "Azumi (2003)" 3
"710" "B*A*P*S (1997)" 2
"711" "B. Monkey (1998)" 2
"712" "B/W (2015)" 4
"713" "Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003)" 3
"714" "Baader Meinhof Komplex, Der (2008)" 4
"715" "Baaria (2009)" 4
"716" "Babadook, The (2014)" 4
"717" "Babe (1995)" 4
"718" "Babe, The (1992)" 2
"719" "Babe: Pig in the City (1998)" 3
"720" "Babel (2006)" 4
"721" "Babes in Toyland (1934)" 5
"722" "Babes in Toyland (1961)" 3
"723" "Babette's Feast (Babettes gastebud) (1987)" 4
"724" "Baby's Day Out (1994)" 1
"725" "Baby-Sitters Club, The (1995)" 3
"726" "Baby Boom (1987)" 3
"727" "Baby Boy (2001)" 0
"728" "Baby Driver (2017)" 4
"729" "Baby Geniuses (1999)" 2
"730" "Baby Mama (2008)" 3
"731" "Baby, The (1973)" 2
"732" "Baby... Secret of the Lost Legend (1985)" 2
"733" "Babylon 5" 2
"734" "Babylon 5: A Call to Arms (1999)" 3
"735" "Babylon 5: In the Beginning (1998)" 3
"736" "Babylon 5: The Gathering (1993)" 4
"737" "Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002)" 4
"738" "Babylon 5: The Lost Tales - Voices in the Dark (2007)" 4
"739" "Babylon 5: The River of Souls (1998)" 4
"740" "Babylon 5: Thirdspace (1998)" 4
"741" "Babylon A.D. (2008)" 2
"742" "Babysitter, The (1995)" 2
"743" "Bachelor and the Bobby-Soxer, The (1947)" 3
"744" "Bachelor Party (1984)" 3
"745" "Bachelor, The (1999)" 3
"746" "Back-up Plan, The (2010)" 3
"747" "Back to School (1986)" 3
"748" "Back to the Beach (1987)" 2
"749" "Back to the Future (1985)" 4
"750" "Back to the Future Part II (1989)" 4
"751" "Back to the Future Part III (1990)" 3
"752" "Backbeat (1993)" 4
"753" "Backdraft (1991)" 3
"754" "Bad and the Beautiful, The (1952)" 4
"755" "Bad Asses (Bad Ass 2) (2014)" 4
"756" "Bad Asses on the Bayou (2015)" 2
"757" "Bad Boy Bubby (1993)" 5
"758" "Bad Boys (1995)" 3
"759" "Bad Boys II (2003)" 3
"760" "Bad Company (1995)" 3
"761" "Bad Company (2002)" 3
"762" "Bad Day at Black Rock (1955)" 4
"763" "Bad Education (La mala educación) (2004)" 4
"764" "Bad Girls (1994)" 2
"765" "Bad Karma (2012)" 2
"766" "Bad Lieutenant (1992)" 3
"767" "Bad Lieutenant: Port of Call New Orleans (2009)" 2
"768" "Bad Milo (Bad Milo!) (2013)" 1
"769" "Bad Moms (2016)" 4
"770" "Bad News Bears (2005)" 3
"771" "Bad News Bears, The (1976)" 3
"772" "Bad Santa (2003)" 3
"773" "Bad Santa 2 (2016)" 0
"774" "Bad Seed, The (1956)" 4
"775" "Bad Taste (1987)" 3
"776" "Bad Teacher (2011)" 3
"777" "Bad Words (2013)" 2
"778" "Badlands (1973)" 4
"779" "Bag Man, The (2014)" 4
"780" "Bagdad Cafe (Out of Rosenheim) (1987)" 4
"781" "Bait (2000)" 2
"782" "Bakuman (2015)" 4
"783" "Balance (1989)" 4
"784" "Ballad of Jack and Rose, The (2005)" 3
"785" "Ballad of Narayama, The (Narayama bushiko) (1983)" 5
"786" "Ballistic: Ecks vs. Sever (2002)" 2
"787" "Balls of Fury (2007)" 3
"788" "Balls Out: Gary the Tennis Coach (2009)" 2
"789" "Balto (1995)" 3
"790" "Bamba, La (1987)" 3
"791" "Bambi (1942)" 3
"792" "Bamboozled (2000)" 3
"793" "Banana Joe (1981)" 3
"794" "Bananas (1971)" 3
"795" "Band's Visit, The (Bikur Ha-Tizmoret) (2007)" 4
"796" "Band of Brothers (2001)" 4
"797" "Band of Outsiders (Bande a part) (1964)" 4
"798" "Band of the Hand (1986)" 1
"799" "Band Wagon, The (1953)" 4
"800" "Bandidas (2006)" 1
"801" "Bandits (2001)" 3
"802" "Bang, Bang, You're Dead (2002)" 4
"803" "Banger Sisters, The (2002)" 2
"804" "Bangkok Dangerous (2008)" 3
"805" "Bank Dick, The (1940)" 2
"806" "Bank Job, The (2008)" 4
"807" "Baraka (1992)" 4
"808" "Baran (2001)" 4
"809" "Barb Wire (1996)" 3
"810" "Barbarella (1968)" 3
"811" "Barbarian Invasions, The (Les invasions barbares) (2003)" 4
"812" "Barbarians at the Gate (1993)" 3
"813" "Barbershop (2002)" 3
"814" "Barbershop 2: Back in Business (2004)" 2
"815" "Barbershop: The Next Cut (2016)" 2
"816" "Barcelona (1994)" 4
"817" "Barefoot (2014)" 3
"818" "Barefoot Contessa, The (1954)" 3
"819" "Barefoot Executive, The (1971)" 2
"820" "Barefoot in the Park (1967)" 3
"821" "Barely Lethal (2015)" 4
"822" "Barfly (1987)" 4
"823" "Barking Dogs Never Bite (Flandersui gae) (2000)" 4
"824" "Barney's Great Adventure (1998)" 2
"825" "Barney's Version (2010)" 4
"826" "Barry Lyndon (1975)" 4
"827" "Bart Got a Room (2008)" 4
"828" "Bartleby (2001)" 2
"829" "Barton Fink (1991)" 4
"830" "BASEketball (1998)" 3
"831" "Basic (2003)" 4
"832" "Basic Instinct (1992)" 3
"833" "Basic Instinct 2 (2006)" 2
"834" "Basket Case (1982)" 3
"835" "Basketball Diaries, The (1995)" 3
"836" "Basquiat (1996)" 3
"837" "Bastard Out of Carolina (1996)" 4
"838" "Bat*21 (1988)" 3
"839" "Batman & Robin (1997)" 2
"840" "Batman (1966)" 3
"841" "Batman (1989)" 3
"842" "Batman Begins (2005)" 4
"843" "Batman Beyond: Return of the Joker (2000)" 4
"844" "Batman Forever (1995)" 3
"845" "Batman Returns (1992)" 3
"846" "Batman v Superman: Dawn of Justice (2016)" 2
"847" "Batman vs. Robin (2015)" 3
"848" "Batman/Superman Movie, The (1998)" 2
"849" "Batman: Assault on Arkham (2014)" 3
"850" "Batman: Gotham Knight (2008)" 4
"851" "Batman: Mask of the Phantasm (1993)" 4
"852" "Batman: Mystery of the Batwoman (2003)" 3
"853" "Batman: The Dark Knight Returns, Part 1 (2012)" 4
"854" "Batman: The Dark Knight Returns, Part 2 (2013)" 4
"855" "Batman: The Killing Joke (2016)" 3
"856" "Batman: Under the Red Hood (2010)" 4
"857" "Batman: Year One (2011)" 4
"858" "Bats (1999)" 2
"859" "Battle Beyond the Stars (1980)" 3
"860" "Battle Creek Brawl (Big Brawl, The) (1980)" 4
"861" "Battle for Haditha (2007)" 4
"862" "Battle For Sevastopol (2015)" 5
"863" "Battle for the Planet of the Apes (1973)" 3
"864" "Battle in Seattle (2007)" 4
"865" "Battle of Algiers, The (La battaglia di Algeri) (1966)" 4
"866" "Battle of Shaker Heights, The (2003)" 4
"867" "Battle Planet (2008)" 2
"868" "Battle Royale (Batoru rowaiaru) (2000)" 4
"869" "Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003)" 5
"870" "Battle: Los Angeles (2011)" 2
"871" "Battlefield Earth (2000)" 2
"872" "Battles Without Honor & Humanity (Jingi naki tatakai) (1973)" 4
"873" "Battleship (2012)" 2
"874" "Battleship Potemkin (1925)" 4
"875" "Battlestar Galactica (2003)" 4
"876" "Battlestar Galactica: Razor (2007)" 4
"877" "Battlestar Galactica: The Plan (2009)" 4
"878" "Baxter (1989)" 0
"879" "Baxter, The (2005)" 4
"880" "Bay, The (2012)" 2
"881" "Baywatch (2017)" 3
"882" "Be Cool (2005)" 2
"883" "Be Kind Rewind (2008)" 3
"884" "Beach Blanket Bingo (1965)" 2
"885" "Beach, The (2000)" 3
"886" "Beaches (1988)" 3
"887" "Bean (1997)" 3
"888" "Bear, The (Ours, L') (1988)" 3
"889" "Beast of War, The (Beast, The) (1988)" 4
"890" "Beast Within, The (1982)" 2
"891" "Beastly (2011)" 4
"892" "Beastmaster, The (1982)" 3
"893" "Beasts of No Nation (2015)" 3
"894" "Beasts of the Southern Wild (2012)" 3
"895" "Beat Street (1984)" 1
"896" "Beat That My Heart Skipped, The (battre mon coeur s'est arreté, De) (2005)" 3
"897" "Beat the Devil (1953)" 4
"898" "Beautician and the Beast, The (1997)" 2
"899" "Beautiful (2000)" 2
"900" "Beautiful Boy (2010)" 4
"901" "Beautiful Creatures (2000)" 2
"902" "Beautiful Creatures (2013)" 2
"903" "Beautiful Girls (1996)" 4
"904" "Beautiful Losers (2008)" 2
"905" "Beautiful Mind, A (2001)" 4
"906" "Beautiful People (1999)" 5
"907" "Beautiful Thing (1996)" 4
"908" "Beauty and the Beast (1991)" 4
"909" "Beauty and the Beast (2017)" 4
"910" "Beauty and the Beast (La belle et la bete) (1946)" 3
"911" "Beauty and the Beast: The Enchanted Christmas (1997)" 4
"912" "Beauty of the Day (Belle de jour) (1967)" 4
"913" "Beauty Shop (2005)" 2
"914" "Beavis and Butt-Head Do America (1996)" 3
"915" "Bebe's Kids (1992)" 1
"916" "Because I Said So (2007)" 3
"917" "Because of Winn-Dixie (2005)" 3
"918" "Becoming Jane (2007)" 3
"919" "Bed of Roses (1996)" 4
"920" "Bedazzled (1967)" 2
"921" "Bedazzled (2000)" 3
"922" "Bedknobs and Broomsticks (1971)" 3
"923" "Bedrooms & Hallways (1998)" 3
"924" "Bedtime Stories (2008)" 3
"925" "Bee Movie (2007)" 3
"926" "Beer League (2006)" 4
"927" "Beerfest (2006)" 4
"928" "Beethoven's 2nd (1993)" 2
"929" "Beethoven (1992)" 2
"930" "Beetlejuice (1988)" 3
"931" "Before and After (1996)" 3
"932" "Before Midnight (2013)" 4
"933" "Before Night Falls (2000)" 4
"934" "Before Sunrise (1995)" 4
"935" "Before Sunset (2004)" 4
"936" "Before the Devil Knows You're Dead (2007)" 3
"937" "Before the Fall (NaPolA - Elite für den Führer) (2004)" 4
"938" "Before the Rain (Pred dozhdot) (1994)" 4
"939" "Before We Go (2014)" 4
"940" "Begin Again (2013)" 4
"941" "Beginners (2010)" 4
"942" "Beginning of the End (1957)" 1
"943" "Begotten (1990)" 0
"944" "Behind Enemy Lines (2001)" 3
"945" "Behind Enemy Lines II: Axis of Evil (2006)" 2
"946" "Behind the Candelabra (2013)" 3
"947" "Behind the Mask: The Rise of Leslie Vernon (2006)" 4
"948" "Beijing Bicycle (Shiqi sui de dan che) (2001)" 4
"949" "Being Elmo: A Puppeteer's Journey (2011)" 4
"950" "Being Human (1993)" 3
"951" "Being John Malkovich (1999)" 4
"952" "Being Julia (2004)" 2
"953" "Being There (1979)" 4
"954" "Believer, The (2001)" 4
"955" "Believers, The (1987)" 4
"956" "Bell, Book and Candle (1958)" 3
"957" "Bella (2006)" 4
"958" "Belladonna of Sadness (1973)" 4
"959" "Belle époque (1992)" 5
"960" "Bellflower (2011)" 4
"961" "Bells of St. Mary's, The (1945)" 4
"962" "Belly (1998)" 1
"963" "Beloved (1998)" 4
"964" "Below (2002)" 4
"965" "Ben-Hur (1959)" 4
"966" "Ben-hur (2016)" 0
"967" "Ben-Hur: A Tale of the Christ (1925)" 3
"968" "Ben X (2007)" 4
"969" "Benchwarmers, The (2006)" 3
"970" "Bend It Like Beckham (2002)" 3
"971" "Beneath the Planet of the Apes (1970)" 3
"972" "Benji (1974)" 4
"973" "Benji the Hunted (1987)" 4
"974" "Benny & Joon (1993)" 3
"975" "Bent (1997)" 4
"976" "Beowulf & Grendel (2005)" 2
"977" "Beowulf (1999)" 3
"978" "Beowulf (2007)" 3
"979" "Berlin Calling (2008)" 4
"980" "Bernie (1996)" 2
"981" "Bernie (2011)" 4
"982" "Besieged (a.k.a. L' Assedio) (1998)" 4
"983" "Best Defense (1984)" 2
"984" "Best Exotic Marigold Hotel, The (2011)" 4
"985" "Best in Show (2000)" 4
"986" "Best Little Whorehouse in Texas, The (1982)" 3
"987" "Best Man, The (1999)" 3
"988" "Best Man, The (Testimone dello sposo, Il) (1998)" 4
"989" "Best Men (1997)" 4
"990" "Best of the Best (1989)" 2
"991" "Best of the Best 3: No Turning Back (1995)" 2
"992" "Best of Youth, The (La meglio gioventu) (2003)" 5
"993" "Best Offer, The (Migliore offerta, La) (2013)" 4
"994" "Best Seller (1987)" 4
"995" "Best Worst Movie (2009)" 4
"996" "Best Years of Our Lives, The (1946)" 4
"997" "Betrayed (1988)" 2
"998" "Betsy's Wedding (1990)" 2
"999" "Better Living Through Chemistry (2014)" 2
"1000" "Better Living Through Circuitry (1999)" 2
"1001" "Better Luck Tomorrow (2002)" 4
"1002" "Better Off Dead... (1985)" 4
"1003" "Better Than Chocolate (1999)" 3
"1004" "Better Than Sex (2000)" 4
"1005" "Better Tomorrow II, A (Ying hung boon sik II) (1987)" 4
"1006" "Better Tomorrow, A (Ying hung boon sik) (1986)" 4
"1007" "Betting on Zero (2016)" 4
"1008" "Between the Folds (2008)" 3
"1009" "Between Your Legs (Entre las piernas) (1999)" 4
"1010" "Beverly Hillbillies, The (1993)" 3
"1011" "Beverly Hills Chihuahua (2008)" 2
"1012" "Beverly Hills Cop (1984)" 3
"1013" "Beverly Hills Cop II (1987)" 3
"1014" "Beverly Hills Cop III (1994)" 3
"1015" "Beverly Hills Ninja (1997)" 2
"1016" "Bewitched (2005)" 2
"1017" "Beyond Bedlam (1993)" 4
"1018" "Beyond Borders (2003)" 4
"1019" "Beyond Rangoon (1995)" 2
"1020" "Beyond Re-Animator (2003)" 3
"1021" "Beyond Silence (Jenseits der Stille) (1996)" 4
"1022" "Beyond the Clouds (Al di la delle nuvole) (1996)" 3
"1023" "Beyond the Mat (1999)" 4
"1024" "Beyond the Poseidon Adventure (1979)" 2
"1025" "Beyond the Sea (2004)" 2
"1026" "Beyond the Valley of the Dolls (1970)" 4
"1027" "Bhaji on the Beach (1993)" 4
"1028" "Bicentennial Man (1999)" 3
"1029" "Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948)" 4
"1030" "Big (1988)" 4
"1031" "Big Bang, The (2011)" 2
"1032" "Big Bird Cage, The (1972)" 4
"1033" "Big Blue, The (Grand bleu, Le) (1988)" 3
"1034" "Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)" 4
"1035" "Big Bounce, The (2004)" 2
"1036" "Big Bully (1996)" 2
"1037" "Big Business (1988)" 2
"1038" "Big Chill, The (1983)" 4
"1039" "Big Country, The (1958)" 3
"1040" "Big Daddy (1999)" 3
"1041" "Big Deal on Madonna Street (I Soliti Ignoti) (1958)" 4
"1042" "Big Doll House, The (1971)" 2
"1043" "Big Easy, The (1987)" 4
"1044" "Big Eden (2000)" 4
"1045" "Big Empty, The (2003)" 4
"1046" "Big Eyes (2014)" 4
"1047" "Big Fat Liar (2002)" 3
"1048" "Big Fish (2003)" 4
"1049" "Big Green, The (1995)" 2
"1050" "Big Hero 6 (2014)" 4
"1051" "Big Hit, The (1998)" 3
"1052" "Big Kahuna, The (2000)" 3
"1053" "Big Lebowski, The (1998)" 4
"1054" "Big Momma's House (2000)" 2
"1055" "Big Momma's House 2 (2006)" 2
"1056" "Big Mommas: Like Father, Like Son (2011)" 1
"1057" "Big Night (1996)" 4
"1058" "Big One, The (1997)" 3
"1059" "Big Red One, The (1980)" 4
"1060" "Big Short, The (2015)" 4
"1061" "Big Sleep, The (1946)" 4
"1062" "Big Stan (2007)" 3
"1063" "Big Tease, The (1999)" 3
"1064" "Big Top Pee-Wee (1988)" 2
"1065" "Big Top Scooby-Doo! (2012)" 5
"1066" "Big Trouble (2002)" 2
"1067" "Big Trouble in Little China (1986)" 4
"1068" "Big Wednesday (1978)" 3
"1069" "Big Year, The (2011)" 4
"1070" "Bigger, Stronger, Faster* (2008)" 4
"1071" "Biggles (1986)" 3
"1072" "Biker Boyz (2003)" 2
"1073" "Bikini Beach (1964)" 1
"1074" "Bill & Ted's Bogus Journey (1991)" 3
"1075" "Bill & Ted's Excellent Adventure (1989)" 4
"1076" "Bill Burr: I'm Sorry You Feel That Way (2014)" 4
"1077" "Bill Burr: Let It Go (2010)" 4
"1078" "Bill Burr: Walk Your Way Out (2017)" 4
"1079" "Bill Burr: Why Do I Do This? (2008)" 4
"1080" "Bill Burr: You People Are All the Same (2012)" 4
"1081" "Bill Cosby, Himself (1983)" 4
"1082" "Bill Cunningham New York (2011)" 4
"1083" "Bill Hicks: Revelations (1993)" 5
"1084" "Billabong Odyssey (2003)" 4
"1085" "Billy Bathgate (1991)" 2
"1086" "Billy Elliot (2000)" 4
"1087" "Billy Jack (1971)" 3
"1088" "Billy Jack Goes to Washington (1977)" 2
"1089" "Billy Liar (1963)" 4
"1090" "Billy Madison (1995)" 3
"1091" "Biloxi Blues (1988)" 4
"1092" "Bio-Dome (1996)" 3
"1093" "Bird on a Wire (1990)" 2
"1094" "Bird People in China, The (Chugoku no chôjin) (1998)" 4
"1095" "Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970)" 4
"1096" "Birdcage, The (1996)" 3
"1097" "Birdemic: Shock and Terror (2010)" 4
"1098" "Birdman of Alcatraz (1962)" 4
"1099" "Birdman: Or (The Unexpected Virtue of Ignorance) (2014)" 3
"1100" "Birds, The (1963)" 4
"1101" "Birdy (1984)" 4
"1102" "Birth (2004)" 2
"1103" "Birth of a Nation, The (1915)" 2
"1104" "Birthday Girl (2001)" 3
"1105" "Bishop's Wife, The (1947)" 4
"1106" "Bitter Lake (2015)" 5
"1107" "Bitter Moon (1992)" 4
"1108" "Bittersweet Life, A (Dalkomhan insaeng) (2005)" 4
"1109" "Biutiful (2010)" 4
"1110" "Black Beauty (1994)" 3
"1111" "Black Book (Zwartboek) (2006)" 2
"1112" "Black Butler: Book of the Atlantic (2017)" 4
"1113" "Black Cat, White Cat (Crna macka, beli macor) (1998)" 4
"1114" "Black Cauldron, The (1985)" 4
"1115" "Black Christmas (1974)" 4
"1116" "Black Christmas (2006)" 2
"1117" "Black Dahlia, The (2006)" 3
"1118" "Black Dynamite (2009)" 4
"1119" "Black Hawk Down (2001)" 4
"1120" "Black Hole, The (1979)" 3
"1121" "Black Knight (2001)" 2
"1122" "Black Mask (Hak hap) (1996)" 2
"1123" "Black Mass (2015)" 2
"1124" "Black Mirror" 5
"1125" "Black Mirror: White Christmas (2014)" 5
"1126" "Black Narcissus (1947)" 4
"1127" "Black Orpheus (Orfeu Negro) (1959)" 4
"1128" "Black Panther (2017)" 4
"1129" "Black Rain (1989)" 3
"1130" "Black Robe (1991)" 3
"1131" "Black Sabbath (Tre volti della paura, I) (1963)" 4
"1132" "Black Sea (2015)" 4
"1133" "Black Sheep (1996)" 3
"1134" "Black Sheep (2006)" 2
"1135" "Black Snake Moan (2006)" 4
"1136" "Black Stallion Returns, The (1983)" 2
"1137" "Black Stallion, The (1979)" 4
"1138" "Black Swan (2010)" 4
"1139" "Black Tar Heroin: The Dark End of the Street (2000)" 5
"1140" "Black Widow (1987)" 2
"1141" "Blackadder's Christmas Carol (1988)" 3
"1142" "Blackadder Back & Forth (1999)" 4
"1143" "Blackbeard's Ghost (1968)" 4
"1144" "Blackboard Jungle (1955)" 3
"1145" "Blackfish (2013)" 3
"1146" "Blackhat (2015)" 2
"1147" "BlacKkKlansman (2018)" 2
"1148" "Blackrock (1997)" 2
"1149" "Blade (1998)" 3
"1150" "Blade II (2002)" 3
"1151" "Blade Runner (1982)" 4
"1152" "Blade Runner 2049 (2017)" 4
"1153" "Blade: Trinity (2004)" 3
"1154" "Blades of Glory (2007)" 3
"1155" "Blair Witch (2016)" 4
"1156" "Blair Witch Project, The (1999)" 3
"1157" "Blame It on Rio (1984)" 3
"1158" "Blame It on the Bellboy (1992)" 2
"1159" "Blank Check (1994)" 2
"1160" "Blankman (1994)" 2
"1161" "Blast from the Past (1999)" 3
"1162" "Blaze (1989)" 2
"1163" "Blazing Saddles (1974)" 4
"1164" "Bleeder (1999)" 2
"1165" "Blended (2014)" 4
"1166" "Bless the Child (2000)" 4
"1167" "Blind Date (1984)" 2
"1168" "Blind Date (1987)" 2
"1169" "Blind Fury (1989)" 3
"1170" "Blind Side, The  (2009)" 4
"1171" "Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002)" 3
